"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20"
"OTU_97.5481",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.5498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.55",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.550",47,6,0,27,2,0,0,0,0,2,27,0,0,4,0,2,0,3,2,0
"OTU_97.5502",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.5518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5520",7,0,0,0,13,0,0,1,7,0,0,0,7,5,0,0,6,6,0,0
"OTU_97.5524",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5529",2,0,2,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0
"OTU_97.5535",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5537",0,0,0,0,0,1,0,0,4,6,1,0,1,0,0,1,0,0,3,1
"OTU_97.5538",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5539",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"OTU_97.5546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.555",0,2,0,14,8,2,2,36,0,2,0,0,0,190,2,0,0,0,0,0
"OTU_97.5553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5554",0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1
"OTU_97.5561",0,18,0,0,18,4,3,5,0,17,0,0,21,0,3,0,0,20,1,0
"OTU_97.5565",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5571",0,0,3,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,1
"OTU_97.5574",1,0,1,0,12,2,0,3,1,13,7,0,0,0,8,6,0,2,0,3
"OTU_97.5575",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.558",0,4,0,0,10,17,0,23,6,1,0,0,0,0,0,3,0,2,2,1
"OTU_97.5587",0,0,0,1,0,0,1,2,2,0,3,0,17,1,19,2,2,42,2,4
"OTU_97.5594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5600",0,0,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2
"OTU_97.561",0,0,1,36,0,3,3,105,96,0,0,0,0,1,0,1,0,7,14,0
"OTU_97.5616",5,0,0,0,2,1,0,1,4,2,0,0,6,0,0,0,0,0,0,0
"OTU_97.5628",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.563",1,0,5,4,0,0,1,53,2,3,2,0,0,0,0,0,2,0,0,2
"OTU_97.5630",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.5635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5641",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"OTU_97.5643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5649",0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"OTU_97.5650",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5652",1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2
"OTU_97.5654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5659",0,7,1,0,0,0,0,0,3,2,2,0,58,3,2,1,1,0,2,0
"OTU_97.5662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5666",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.5667",0,0,0,0,4,3,0,0,0,0,2,0,4,0,0,0,0,3,0,0
"OTU_97.5669",0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0
"OTU_97.5675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.568",0,5,0,0,8,0,0,3,0,1,10,0,4,20,15,0,7,2,3,0
"OTU_97.5682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5699",1,3,0,2,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,3
"OTU_97.57",5,420,0,59,301,4,3,124,79,21,0,238,1054,490,2,63,0,14,0,12
"OTU_97.570",0,0,3,2,3,46,1,0,2,0,2,9,1,2,1,1,15,3,4,0
"OTU_97.5701",0,0,2,0,0,1,1,0,5,0,1,0,4,4,4,0,0,1,0,0
"OTU_97.5709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.571",1,1,0,0,2,0,0,2,12,2,0,0,136,1,6,0,1,5,0,2
"OTU_97.5714",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"OTU_97.5723",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"OTU_97.5732",0,0,0,4,0,7,0,0,0,1,0,0,0,14,0,0,3,2,0,0
"OTU_97.5735",0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"OTU_97.5738",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5739",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.574",38,16,0,0,1,2,0,0,0,5,97,0,0,1,0,5,0,10,0,0
"OTU_97.5746",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_97.5756",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.5760",0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"OTU_97.5763",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0
"OTU_97.5764",0,4,1,0,4,59,1,37,4,17,0,0,0,15,1,0,0,0,9,36
"OTU_97.5768",1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.5769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5770",26,0,0,1,19,1,0,3,0,10,43,18,2,0,20,0,0,8,21,0
"OTU_97.5773",0,0,0,1,1,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.5778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.578",91,0,4,0,3,4,0,1,10,0,28,2,5,6,89,1,10,0,0,0
"OTU_97.5783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.5785",0,0,40,4,0,2,18,2,2,97,3,0,0,5,6,0,0,20,0,1
"OTU_97.5788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_97.5790",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.5792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5802",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.5805",1,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1
"OTU_97.5806",0,0,0,0,1,0,1,0,2,1,0,0,3,0,0,1,1,0,0,0
"OTU_97.581",1,0,6,52,0,28,0,6,0,0,86,1,0,0,0,2,2,1,0,55
"OTU_97.5810",0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,0,2
"OTU_97.5811",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"OTU_97.5843",0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0
"OTU_97.5845",0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"OTU_97.5847",0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0
"OTU_97.585",0,2,5,11,0,6,9,8,21,8,17,4,0,0,0,1,2,20,23,1
"OTU_97.5854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.586",1,17,0,0,0,0,1,0,0,5,4,18,11,0,2,0,0,0,0,1
"OTU_97.5862",0,2,0,35,0,8,9,19,2,6,221,2,0,1,1,9,2,3,1,0
"OTU_97.5865",1,0,0,0,1,0,0,6,0,1,0,0,0,0,3,0,0,0,0,0
"OTU_97.5868",0,0,0,0,0,0,0,0,0,1,1,6,2,0,1,2,0,1,0,2
"OTU_97.5869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.587",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"OTU_97.5877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5886",1,1,5,0,0,0,0,0,0,0,5,0,0,9,6,0,1,0,0,0
"OTU_97.5894",2,0,0,1,0,0,0,16,1,2,21,0,5,52,1,0,0,13,0,0
"OTU_97.5895",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.59",412,0,4,0,0,123,58,0,1,8,133,8,9,1,249,69,2,215,38,260
"OTU_97.5901",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_97.5905",0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,2,0,3,1,0
"OTU_97.5929",5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
"OTU_97.5934",0,3,0,0,0,0,1,0,2,0,4,0,0,6,1,1,1,4,0,0
"OTU_97.5942",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
"OTU_97.5953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5958",5,1,3,0,0,33,3,47,2,0,0,0,35,2,0,0,0,1,0,0
"OTU_97.5963",0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
"OTU_97.5965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5970",0,0,0,5,0,0,0,12,1,7,23,0,60,8,0,5,0,2,3,11
"OTU_97.5980",0,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0
"OTU_97.5984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.599",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5991",0,0,0,5,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1
"OTU_97.5992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.5993",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.5995",0,0,0,0,0,0,0,17,1,0,0,0,0,4,0,0,1,1,0,0
"OTU_97.5997",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"OTU_97.5998",1,0,1,0,0,0,0,0,0,0,3,0,0,2,1,0,4,11,1,0
"OTU_97.5999",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"OTU_97.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6004",0,0,1,0,1,0,0,6,0,0,0,1,2,0,0,0,0,0,1,0
"OTU_97.601",1,20,0,0,3,0,1,0,13,4,70,45,4,0,7,0,31,8,0,0
"OTU_97.6012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6013",0,0,1,1,0,0,0,1,3,2,1,0,0,0,0,0,0,2,0,0
"OTU_97.602",0,1,3,0,0,0,0,6,0,0,0,0,0,0,0,2,3,1,0,6
"OTU_97.6027",0,0,0,1,0,4,0,98,41,5,0,7,0,0,0,3,18,36,6,0
"OTU_97.6028",1,0,0,3,0,0,0,8,1,0,0,0,4,0,0,2,0,2,0,0
"OTU_97.6031",0,0,0,0,0,1,0,0,1,1,0,1,0,4,0,0,0,2,1,0
"OTU_97.6035",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0
"OTU_97.604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6043",42,3,1,1,64,0,9,66,0,0,2,0,4,1,0,0,0,0,0,0
"OTU_97.6050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6051",2,3,2,0,0,8,0,87,71,4,0,0,47,0,5,8,9,0,0,2
"OTU_97.6053",1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0
"OTU_97.606",0,7,22,26,7,14,89,158,0,6,0,1,13,1,16,14,0,21,0,1
"OTU_97.6070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6077",2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.6082",0,0,0,1,1,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0
"OTU_97.609",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6100",0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.6101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.612",0,4,1,3,3,0,0,88,23,4,0,0,0,0,0,0,0,1,0,2
"OTU_97.6123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6137",0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0
"OTU_97.6138",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6140",0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"OTU_97.6144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6147",45,0,0,54,0,1,24,0,1,1,42,0,19,0,6,5,1,0,0,0
"OTU_97.6151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.616",0,0,2,0,3,1,4,0,1,0,13,0,0,0,0,2,1,0,0,0
"OTU_97.6163",1,0,0,0,1,7,4,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_97.617",0,2,9,0,0,14,0,0,5,7,0,14,1,0,0,0,0,0,0,14
"OTU_97.6170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6173",34,1,13,14,7,1,0,0,1,18,3,7,30,0,6,1,12,8,7,0
"OTU_97.6174",0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,2,4,0,2
"OTU_97.6183",0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,3,0,0,1
"OTU_97.6184",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"OTU_97.6190",0,4,2,0,9,6,1,0,2,0,0,0,2,1,0,0,0,0,0,3
"OTU_97.6197",0,3,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,3,1
"OTU_97.620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.6221",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"OTU_97.6222",1,0,1,0,0,0,0,0,0,0,3,5,1,0,0,0,2,2,1,0
"OTU_97.6225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.623",0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0
"OTU_97.6234",10,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.6236",4,7,0,2,0,0,1,2,11,2,0,0,4,0,0,1,0,0,0,0
"OTU_97.624",1,0,2,1,0,1,0,0,22,2,4,0,71,2,0,0,1,0,1,0
"OTU_97.6240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.6258",0,2,0,0,6,18,1,0,8,3,3,4,0,2,0,11,2,6,5,1
"OTU_97.6268",1,0,0,1,0,4,2,0,0,0,0,0,0,10,0,0,2,2,1,0
"OTU_97.628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6281",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6290",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.630",1,4,2,0,0,1,0,1,1,5,0,0,5,0,0,1,0,0,0,0
"OTU_97.6300",0,0,0,0,0,1,8,0,1,4,0,0,1,0,1,2,0,0,0,13
"OTU_97.6318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6322",0,0,0,0,1,0,0,14,2,1,5,0,10,0,1,0,1,1,0,0
"OTU_97.633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6346",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_97.6347",2,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_97.6352",0,0,0,1,2,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_97.6356",0,0,2,3,0,2,4,0,7,4,0,0,0,0,0,0,3,0,0,3
"OTU_97.6357",0,0,2,0,9,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0
"OTU_97.6361",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.6365",0,0,0,0,0,2,0,0,0,5,1,4,0,0,0,0,1,0,0,0
"OTU_97.638",7,3,0,4,11,0,329,0,28,0,0,0,423,27,0,125,0,29,164,0
"OTU_97.6380",18,0,0,21,2,0,2,2,25,3,0,1,18,5,0,20,2,1,13,24
"OTU_97.6386",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6388",2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.6398",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_97.6420",0,9,3,0,1,6,1,0,3,2,0,0,6,0,0,0,2,0,0,0
"OTU_97.6423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6425",0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
"OTU_97.6431",0,3,3,0,0,0,2,0,5,1,1,0,3,2,4,0,1,0,0,2
"OTU_97.6433",157,0,0,70,14,13,0,0,124,25,4,2,18,3,0,0,19,3,0,29
"OTU_97.6445",0,0,0,0,0,1,0,0,0,1,0,1,11,0,0,0,0,3,0,0
"OTU_97.645",9,2,0,0,0,0,0,12,9,0,1,0,0,4,0,0,0,26,0,0
"OTU_97.6454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6469",12,0,5,0,0,0,0,0,1,0,0,0,22,0,8,0,0,1,0,10
"OTU_97.6470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6474",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0
"OTU_97.6475",2,0,0,0,0,0,0,9,0,1,1,0,2,0,5,0,0,0,0,0
"OTU_97.6481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6483",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6486",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
"OTU_97.6489",17,2,0,0,7,9,0,0,0,1,0,22,1,6,9,1,0,0,0,5
"OTU_97.6492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6493",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6510",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
"OTU_97.6513",40,25,5,0,1,348,4,0,40,16,1,3,118,0,3,0,0,0,62,46
"OTU_97.6536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6537",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"OTU_97.654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.656",1,1,1,1,0,0,0,1,0,2,2,0,0,11,0,2,2,1,1,0
"OTU_97.6560",0,0,0,0,0,3,0,2,0,0,0,1,2,0,0,0,0,3,0,0
"OTU_97.6561",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
"OTU_97.6563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.657",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_97.6571",3,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,30,1,0
"OTU_97.6577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6580",4,0,0,2,10,5,0,188,7,0,5,0,2,0,0,1,0,1,1,2
"OTU_97.6587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6609",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0
"OTU_97.661",0,16,1,11,3,3,12,0,8,3,1,0,0,10,0,0,106,0,5,9
"OTU_97.6612",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"OTU_97.6619",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0
"OTU_97.6620",0,0,2,0,1,1,0,7,2,0,0,0,0,0,0,0,0,2,0,0
"OTU_97.6625",4,0,1,5,0,14,119,359,3,0,1,4,7,5,0,27,7,0,4,0
"OTU_97.6629",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
"OTU_97.663",0,0,43,9,0,1,8,0,0,36,39,0,3,0,10,0,3,0,8,0
"OTU_97.6630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6650",1,0,0,0,7,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.6661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.6664",0,6,0,3,0,0,0,0,4,0,1,2,0,0,0,2,0,5,1,0
"OTU_97.6667",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6674",1,0,0,0,1,1,0,1,0,0,9,7,4,0,3,0,8,1,7,5
"OTU_97.6681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6685",4,0,1,2,0,0,0,5,3,0,0,2,1,0,1,0,0,0,0,0
"OTU_97.6686",0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0
"OTU_97.6688",1,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,2
"OTU_97.6691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6692",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2
"OTU_97.6695",0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,2,0,1
"OTU_97.6699",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"OTU_97.67",140,36,0,3,12,0,1,176,0,0,9,8,47,0,121,36,29,386,3,46
"OTU_97.6703",19,4,0,14,0,0,0,1,19,9,0,0,2,28,1,2,0,8,0,6
"OTU_97.6707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6725",0,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.673",0,13,2,0,0,44,0,1,1,0,0,5,67,0,7,0,4,0,0,0
"OTU_97.674",0,0,8,0,1,0,0,9,0,9,6,1,6,0,0,47,1,1,0,0
"OTU_97.6746",0,0,0,0,1,0,39,27,0,0,24,1,0,34,0,17,0,1,3,15
"OTU_97.6755",30,2,0,120,15,0,16,0,1,2,32,10,0,48,8,0,0,1,0,3
"OTU_97.6757",0,0,1,0,0,1,0,0,0,4,2,0,0,0,0,1,0,1,1,0
"OTU_97.6759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6762",0,36,0,0,0,8,0,0,2,1,3,1,32,2,12,22,9,1,0,1
"OTU_97.6769",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.6775",0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
